t=   113s alt= 46859.8m v= 487.89 vUp= 487.89 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   114s alt= 47347.7m v= 487.84 vUp= 487.84 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   115s alt= 47835.5m v= 487.78 vUp= 487.78 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   116s alt= 48323.3m v= 487.73 vUp= 487.73 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   117s alt=   48811m v= 487.68 vUp= 487.68 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   118s alt= 49298.6m v= 487.63 vUp= 487.63 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   119s alt= 49786.2m v= 487.58 vUp= 487.58 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   120s alt= 50273.8m v= 487.53 vUp= 487.53 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   121s alt= 50761.3m v= 487.48 vUp= 487.48 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   122s alt= 51248.7m v= 487.43 vUp= 487.43 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   123s alt= 51736.1m v= 487.38 vUp= 487.38 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   124s alt= 52223.5m v= 487.34 vUp= 487.34 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   125s alt= 52710.8m v= 487.29 vUp= 487.29 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   126s alt= 53198.1m v= 487.25 vUp= 487.25 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
t=   127s alt= 53685.3m v= 487.21 vUp= 487.21 m=    1620kg fuel=      0kg twr=     0 drag=     0 rho=      0 space
